subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
52,11,keep,1,I'm confused at what kind of threat this woman could possibly pose,28.8173497834,6.0,2.55579298316,19,Nicole,8.0,Wish he wasn't just standing and taking this disrespect but screaming in  this fat negress's face.,63,Vanessa,6.0,I feel curious and confused.,26,Alexandra,5.0,There comes a time that you can just stop screaming in peoples ears.,35,Melissa,4.0,a woman being arrested by the police,22,Amber,3.0,Looks like the police are arresting another loud mouth entitled black woman.,57,Miranda,9.0,This shouldn't be the response to protest.,12.030900909,13.2980716761,13.9475102224,4,35,Melissa,4.0,a woman being arrested by the police,6,57,Miranda,9.0,This shouldn't be the response to protest.,1,19,Nicole,8.0,Wish he wasn't just standing and taking this disrespect but screaming in  this fat negress's face.,2,63,Vanessa,6.0,I feel curious and confused.,3,26,Alexandra,5.0,There comes a time that you can just stop screaming in peoples ears.,5,22,Amber,3.0,Looks like the police are arresting another loud mouth entitled black woman.
52,12,keep,9,guy looks in pain,24.4163453078,6.0,3.86028518307,19,Nicole,7.0,Going to jail good.,51,Natalie,6.0,This makes me scared and sad,32,Haley,6.0,i feel there is a lot of bad things happening here,35,Melissa,4.0,cops arresting protesters,7,Hannah,3.0,I feel confused about what is taking place in this scene. ,57,Miranda,9.0,He looks like hes in pain,1.79322805803,2.36019452021,3.56048749224,3,32,Haley,6.0,i feel there is a lot of bad things happening here,4,35,Melissa,4.0,cops arresting protesters,1,19,Nicole,7.0,Going to jail good.,2,51,Natalie,6.0,This makes me scared and sad,5,7,Hannah,3.0,I feel confused about what is taking place in this scene. ,6,57,Miranda,9.0,He looks like hes in pain
52,13,keep,13,looks like a tackle,11.927643377,7.0,3.43219276855,19,Nicole,7.0,Looks like a baton magic is called for.,33,Kelsey,5.0,"This is a needed response, with the police in riot gear.",32,Haley,8.0,"These cops are wearing almost military gear, that seems bad",35,Melissa,4.0,cops arresting someone who is resisting arrest,37,Kimberly,1.0,Why is the coast guard in this picture?,15,Lauren,3.0,Looks like a lot of effort put into one arrest.,1.40157411166,4.36947976076,5.91949199163,6,15,Lauren,3.0,Looks like a lot of effort put into one arrest.,3,32,Haley,8.0,"These cops are wearing almost military gear, that seems bad",4,35,Melissa,4.0,cops arresting someone who is resisting arrest,1,19,Nicole,7.0,Looks like a baton magic is called for.,2,33,Kelsey,5.0,"This is a needed response, with the police in riot gear.",5,37,Kimberly,1.0,Why is the coast guard in this picture?
52,14,keep,20,"this doesn't seem as violent as the others, i wonder what happened?",20.3803439029,2.0,1.46499959228,40,Mary,3.0,I feel anguish,49,Erin,5.0,"I feel concern for the man arrested. I feel like he may be in pain, but it is less obvious than the last picture, he could be under duress in the middle of making a passionate statement.",32,Haley,8.0,he seems like he is in pain,35,Melissa,5.0,a man resisting arrest,29,Madison,1.0,I don't have any context about why this person is being held.,15,Lauren,5.0,This guy looks like he has a genuine problem.,3.43321828474,5.23383023019,6.14995458303,5,29,Madison,1.0,I don't have any context about why this person is being held.,6,15,Lauren,5.0,This guy looks like he has a genuine problem.,1,40,Mary,3.0,I feel anguish,2,49,Erin,5.0,"I feel concern for the man arrested. I feel like he may be in pain, but it is less obvious than the last picture, he could be under duress in the middle of making a passionate statement.",3,32,Haley,8.0,he seems like he is in pain,4,35,Melissa,5.0,a man resisting arrest
52,15,keep,2,why is paramedic arresting?,12.6712959821,4.0,2.46845618333,40,Mary,3.0,What happened to america,12,Rachel,5.0,fed up as she looks ,60,Sierra,7.0,This looks like a form of racial profiling by the police,39,Olivia,5.0,Defeated look on a woman's face as she is arrested. ,29,Madison,2.0,"This person doesn't look happy about being detained, but looks understanding of why it happened.",15,Lauren,2.0,"Someone being arrested or detained, nothing more.",2.51924018853,3.43671678589,4.00293798826,3,60,Sierra,7.0,This looks like a form of racial profiling by the police,6,15,Lauren,2.0,"Someone being arrested or detained, nothing more.",1,40,Mary,3.0,What happened to america,2,12,Rachel,5.0,fed up as she looks ,4,39,Olivia,5.0,Defeated look on a woman's face as she is arrested. ,5,29,Madison,2.0,"This person doesn't look happy about being detained, but looks understanding of why it happened."
52,16,keep,7,why is he being held horizontally like sack of potatos?,24.6093097025,6.0,1.86721262021,40,Mary,4.0,I feel sad by the black man being carried away.,4,Samantha,2.0,why is this person being carried.,60,Sierra,8.0,This looks like a use of excessive force; ie. five officers for one individual,55,Andrea,2.0,My response is hope that the guy being dragged is ok.,2,Ashley,1.0,Do you really need to hogtie the guy?,15,Lauren,2.0,It seems that the police are doing everything they can to avoid injury.,3.25049508165,3.75039501046,4.53442193335,4,55,Andrea,2.0,My response is hope that the guy being dragged is ok.,3,60,Sierra,8.0,This looks like a use of excessive force; ie. five officers for one individual,2,4,Samantha,2.0,why is this person being carried.,1,40,Mary,4.0,I feel sad by the black man being carried away.,5,2,Ashley,1.0,Do you really need to hogtie the guy?,6,15,Lauren,2.0,It seems that the police are doing everything they can to avoid injury.
52,17,keep,18,they have twice as many people on the black guy than on the white guy,47.3650552444,4.0,3.50239771779,18,Jennifer,8.0,police brutality!!,4,Samantha,2.0,those guys look like they are in trouble.,60,Sierra,7.0,This looks like a form of police brutality,55,Andrea,4.0,My response is amusement at the ineptness of everyone involved.,34,Allison,6.0,One officer almost looks pleased,11,Kayla,8.0,I fucking hate this survey. Thanks for ruining my day... ,2.98651005758,3.48665631551,3.98665745603,4,55,Andrea,4.0,My response is amusement at the ineptness of everyone involved.,3,60,Sierra,7.0,This looks like a form of police brutality,2,4,Samantha,2.0,those guys look like they are in trouble.,1,18,Jennifer,8.0,police brutality!!,5,34,Allison,6.0,One officer almost looks pleased,6,11,Kayla,8.0,I fucking hate this survey. Thanks for ruining my day... 
52,18,keep,15,he has his HANDS UP!!,29.4764142686,5.0,2.25548666832,30,Katherine,3.0,People blocking traffic.,4,Samantha,3.0,why does it look like the police are the agressor against people peacefully protesting.,60,Sierra,9.0,This looks like a form of police brutality.,55,Andrea,3.0,"My response is excitement for all the action, although I don't know what side I'd be on.",3,Emily,1.0,The police look like they are just doing their job.,43,Sydney,7.0,police attempting to control people,2.81639269204,3.5167520931,5.56710046076,3,60,Sierra,9.0,This looks like a form of police brutality.,2,4,Samantha,3.0,why does it look like the police are the agressor against people peacefully protesting.,5,3,Emily,1.0,The police look like they are just doing their job.,1,30,Katherine,3.0,People blocking traffic.,4,55,Andrea,3.0,"My response is excitement for all the action, although I don't know what side I'd be on.",6,43,Sydney,7.0,police attempting to control people
52,19,keep,10,they're really trying to take away his dignity,13.2651097561,8.0,1.80961550411,44,Maria,1.0,lol funny pic carry him like that people just cant control themselves,4,Samantha,2.0,"how come that guys get to be carried by cops, I have never known anyone else who is getting the privilege of getting carried by four cops before.",60,Sierra,8.0,This looks almost looks like a scene from the 60's civil rights movement,41,Michelle,4.0,"Again, police doing their job...",3,Emily,1.0,The guy being carried away must be embarassed.,27,Alyssa,6.0,Law enforcement arrests potential bomber.,2.74012673402,4.54084616341,6.15785507741,1,44,Maria,1.0,lol funny pic carry him like that people just cant control themselves,5,3,Emily,1.0,The guy being carried away must be embarassed.,3,60,Sierra,8.0,This looks almost looks like a scene from the 60's civil rights movement,2,4,Samantha,2.0,"how come that guys get to be carried by cops, I have never known anyone else who is getting the privilege of getting carried by four cops before.",4,41,Michelle,4.0,"Again, police doing their job...",6,27,Alyssa,6.0,Law enforcement arrests potential bomber.
52,20,keep,3,guy looks terrified,8.36114562443,4.0,2.29861052101,44,Maria,1.0,arresting this young lady probably protesting something and did something wrong,13,Megan,8.0,He must have done something unimaginable for that many law enforcers to be present.,60,Sierra,7.0,This looks like the police arresting a peaceful protester.,36,Abigail,1.0,She probably wanted this to happen.,3,Emily,1.0,The police look like they are just doing their job.,17,Courtney,6.0,Looks like a peaceful protester.,6.29206170095,7.12578381994,8.02599542355,3,60,Sierra,7.0,This looks like the police arresting a peaceful protester.,5,3,Emily,1.0,The police look like they are just doing their job.,1,44,Maria,1.0,arresting this young lady probably protesting something and did something wrong,2,13,Megan,8.0,He must have done something unimaginable for that many law enforcers to be present.,4,36,Abigail,1.0,She probably wanted this to happen.,6,17,Courtney,6.0,Looks like a peaceful protester.
